date,baseline_cost,adaptive_cost,savings,load_mwh,shifted_mwh
2018-11-06,88286151.59,88162193.21630001,123958.3736999929,1479157.0,7341.0599999999795
2018-11-07,85559411.69999999,85442190.09640001,117221.60359998047,1493652.0,7378.71000000001
2018-11-08,95884814.54,95750130.38639997,134684.1536000371,1484380.0,7357.030000000093
2018-11-09,88782057.45,88675969.27670002,106088.17329998314,1472366.0,7251.5799999999435
2018-11-10,55386596.93000001,55344879.65110001,41717.27889999747,1284212.0,6350.0399999999645
2018-11-11,46923817.53999999,46887997.042199984,35820.49780000746,1165932.0,5766.610000000066
2018-11-12,83026280.30999999,82891865.52239999,134414.78759999573,1460835.0,7204.019999999979
2018-11-13,81167051.87999998,81058328.1988,108723.68119998276,1508330.0,7468.089999999993
2018-11-14,96484497.72000001,96351069.9854,133427.73460000753,1516248.0,7510.020000000033
2018-11-15,97997649.17999999,97873185.71499999,124463.46500000358,1520287.0,7521.310000000023
2018-11-16,89006669.17999998,88872121.7835,134547.39649997652,1518947.0,7569.939999999984
2018-11-17,65723271.88999999,65665367.60109999,57904.28890000284,1347902.0,6646.560000000005
2018-11-18,57595355.14000001,57562945.92880001,32409.211199998856,1208910.0,5918.330000000049
2018-11-19,75420477.40000002,75341026.2187,79451.18130001426,1553505.0,7523.409999999971
2018-11-20,77634615.99999999,77532183.9743,102432.02569998801,1598471.0,7963.549999999974
2018-11-21,89351831.58000001,89238208.9299,113622.65010000765,1579057.0,7803.889999999992
2018-11-22,126962747.26,126702452.358,260294.90200001,1576963.0,7807.510000000064
2018-11-23,126669589.37,126422939.5693,246649.80070000887,1533054.0,7582.430000000011
2018-11-24,82490171.18,82382877.0327,107294.14730000496,1325077.0,6589.130000000008
2018-11-25,66877335.18,66817622.1757,59713.00429999828,1234771.0,6090.419999999976
2018-11-26,117490286.96000001,117260006.66660003,230280.2933999747,1533186.0,7429.759999999962
2018-11-27,121086536.95,120842588.6339,243948.31610000134,1564673.0,7779.96000000001
2018-11-28,87017982.13,86918074.70430002,99907.42569997907,1632186.0,8138.220000000045
2018-11-29,83219728.16999999,83112442.13510002,107286.03489996493,1624417.0,8027.089999999949
2018-11-30,93022549.03000002,92884226.19960001,138322.83040000498,1570105.0,7782.559999999998
2018-12-01,63158730.71,63052270.232899986,106460.47710001469,1347673.0,6653.57999999998
2018-12-02,38296341.68,38219064.03519999,77277.64480000734,1252745.0,6260.499999999982
2018-12-03,73147044.03,73020760.1513,126283.87870000303,1548749.0,7532.080000000027
2018-12-04,82550712.11,82402832.96929999,147879.14070001245,1572575.0,7657.759999999991
2018-12-05,95453643.74,95319181.27359998,134462.46640001237,1590781.0,7926.159999999985
2018-12-06,88871537.83000003,88731401.4287,140136.40130002797,1593044.0,7842.900000000023
2018-12-07,67403830.02,67255699.911,148130.10899999738,1563709.0,7674.69999999999
2018-12-08,16704811.780000001,16601683.728100004,103128.05189999752,1382247.0,6769.070000000098
2018-12-09,13374484.250000002,13229176.9299,145307.320100002,1277510.0,6377.07000000004
2018-12-10,63696335.57,63525137.617100015,171197.95289998502,1599822.0,7874.759999999922
2018-12-11,92097417.19000001,91922430.3387,174986.85130001605,1604740.0,7991.649999999958
2018-12-12,113819921.33999999,113620279.03540002,199642.30459997058,1586182.0,7906.77
2018-12-13,108268683.03000002,108102829.23249996,165853.797500059,1604332.0,8008.050000000119
2018-12-14,116403482.33,116202894.47289999,200587.85710000992,1588320.0,7828.900000000045
2018-12-15,75394745.62,75312235.3819,82510.23810000718,1395873.0,6929.959999999992
2018-12-16,67226934.74999999,67121134.27319999,105800.4767999947,1312151.0,6455.690000000006
2018-12-17,109751762.74999999,109603544.94749999,148217.80249999464,1542793.0,7548.280000000061
2018-12-18,94106433.23,93971502.65570001,134930.57429999113,1567917.0,7767.169999999936
2018-12-19,91786239.35,91625763.94759999,160475.40240000188,1578343.0,7830.580000000049
2018-12-20,87713264.89,87600895.85430002,112369.03569997847,1523754.0,7476.059999999972
2018-12-21,70630865.03,70503899.9388,126965.09119999409,1444579.0,7032.319999999989
2018-12-22,50674494.51,50509004.448199995,165490.06180000305,1246021.0,6204.7600000000275
2018-12-23,50729340.07,50589157.423200004,140182.6467999965,1147709.0,5704.630000000041
2018-12-24,53415286.43000001,53347855.81490001,67430.61509999633,1140316.0,5655.059999999925
2018-12-25,22322433.4,22182606.118199997,139827.28180000186,1106457.0,5370.3400000000365
2018-12-26,56667128.370000005,56546755.650699995,120372.71930000931,1138860.0,5674.88999999993
2018-12-27,78056560.47,77968502.51579998,88057.95420001447,1276655.0,6380.359999999906
2018-12-28,77358657.85,77284488.4711,74169.37889999151,1271236.0,6351.159999999931
2018-12-29,57106784.87999999,56994803.2826,111981.59739998728,1238940.0,6182.539999999954
2018-12-30,42598644.379999995,42388559.774600014,210084.60539998114,1140026.0,5560.970000000118
2018-12-31,63277417.199999996,63180228.40179999,97188.7982000038,1159148.0,5774.670000000009
2019-01-01,-7194458.899999999,-7277552.156199999,83093.25619999971,1106134.0,5365.989999999922
2019-01-02,47675376.4,47379136.7272,296239.67279999703,1389947.0,6892.39999999998
2019-01-04,72709315.41,72645672.0995,63643.31049999595,1468658.0,7245.049999999999
2019-01-05,58009809.919999994,57875450.1463,134359.7736999914,1311455.0,6458.500000000015
2019-01-06,66082384.70999999,66015734.7689,66649.94109999388,1200456.0,5945.84
2019-01-07,78815381.69000001,78602263.6475,213118.04250001907,1518396.0,7498.42000000002
2019-01-08,57771529.93,57630726.75210001,140803.1778999865,1602000.0,7915.380000000019
2019-01-09,69093424.47,68941569.90540001,151854.56459999084,1618257.0,7942.860000000041
2019-01-10,108491729.76999998,108329204.1485,162525.62149998546,1566380.0,7777.559999999961
2019-01-11,80538179.36000001,80456070.0795,82109.28050000966,1598917.0,7915.710000000094
2019-01-12,54512834.6,54457973.911800005,54860.68819999695,1365550.0,6810.01000000002
2019-01-13,17631845.11,17497791.4134,134053.69659999758,1288365.0,6246.8399999999565
2019-01-14,59075881.839999996,58874217.98180001,201663.85819998384,1592336.0,7838.859999999982
2019-01-15,74509461.33000001,74378988.62629999,130472.70370002091,1610267.0,7956.570000000043
2019-01-16,74130245.66000001,74005514.5645,124731.09550000727,1600731.0,7913.689999999995
2019-01-17,71999049.38,71871124.51979999,127924.86020000279,1610866.0,8026.46999999995
2019-01-18,98288068.26999998,98150976.91049996,137091.35950002074,1551642.0,7725.80000000005
2019-01-19,74674741.31,74621007.73699999,53733.57300001383,1344197.0,6566.899999999983
2019-01-20,69061843.87,68988258.2091,73585.66090001166,1261992.0,6143.059999999961
2019-01-21,112598988.25999999,112437310.78940001,161677.47059997916,1577516.0,7841.760000000082
2019-01-22,104728462.92,104596602.4714,131860.44860000908,1641260.0,8130.6500000000415
2019-01-23,127161614.96000001,126960010.54980001,201604.4101999998,1648837.0,8225.409999999974
2019-01-24,143221231.60000002,142949063.52360004,272168.076399982,1627020.0,8120.780000000017
2019-01-25,107330538.94999999,107142512.66110002,188026.28889997303,1608106.0,8019.730000000021
2019-01-26,68579421.36,68484243.53480001,95177.82519999146,1397874.0,6917.769999999993
2019-01-27,46939531.02,46808694.735400006,130836.2845999971,1263474.0,6178.10999999999
2019-01-28,81071047.9,80963821.50559999,107226.39440001547,1575492.0,7787.580000000031
2019-01-29,97166230.01999998,97036564.83819996,129665.18180002272,1583101.0,7892.460000000112
2019-01-30,85013952.78,84922412.23990002,91540.54009997845,1582439.0,7889.159999999971
2019-01-31,95311599.35999998,95190108.69799997,121490.66200001538,1568665.0,7835.780000000046
2019-02-01,88539913.53999999,88433423.8504,106489.68959999084,1567726.0,7777.170000000016
2019-02-02,66783999.2,66726616.3336,57382.86640000343,1324352.0,6580.420000000016
2019-02-04,68557087.10999998,68478748.6791,78338.43089997768,1554087.0,7757.500000000069
2019-02-05,87875402.68,87761853.97810002,113548.70189999044,1590847.0,7923.980000000018
2019-02-06,82194200.98,82119091.39750002,75109.58249998093,1576287.0,7854.660000000047
2019-02-07,71713196.06,71633398.2878,79797.77220000327,1612574.0,7833.549999999999
2019-02-08,64730057.04999999,64589872.60780001,140184.4421999827,1567387.0,7808.290000000055
2019-02-09,11057092.89,10938226.0441,118866.845900001,1366553.0,6601.840000000113
2019-02-10,35267137.769999996,35138644.60509999,128493.16490000486,1246545.0,6201.919999999987
2019-02-11,56838531.04,56680630.72020002,157900.319799982,1590484.0,7769.980000000036
2019-02-12,75090467.34000002,74986176.78279999,104290.55720002949,1579150.0,7878.069999999992
2019-02-13,73303302.56,73237008.5199,66294.04010000825,1584717.0,7911.910000000076
2019-02-14,77186914.94999999,77083682.90230002,103232.04769997299,1547331.0,7602.730000000036
2019-02-15,72701315.64000002,72611503.01159999,89812.62840002775,1519856.0,7447.200000000026
2019-02-16,50933103.13999999,50883106.61240001,49996.52759998292,1292968.0,6349.579999999951
2019-02-17,46628768.52,46591435.5369,37332.983100004494,1180901.0,5649.730000000007
2019-02-18,70028058.72,69939139.2287,88919.49130000174,1489903.0,7432.929999999997
2019-02-19,64969852.08000001,64893318.89680001,76533.18320000172,1556945.0,7705.350000000075
2019-02-21,66837120.05,66760739.1919,76380.85809999704,1524281.0,7410.180000000044
2019-02-22,71863891.16,71787393.32679999,76497.83320000768,1505378.0,7436.969999999987
2019-02-23,52041149.62000001,51989991.45520001,51158.16480000317,1289527.0,6200.660000000014
2019-02-24,47515192.519999996,47468913.96919999,46278.55080000311,1177702.0,5643.800000000014
2019-02-25,65691079.45,65607323.393300004,83756.05669999868,1461047.0,7265.100000000002
2019-02-26,67298967.28,67212699.573,86267.70700000226,1487008.0,7219.560000000038
2019-02-27,66172291.160000004,66093166.2522,79124.90780000389,1496402.0,7373.290000000015
2019-02-28,61490772.94000001,61414363.5291,76409.41090001166,1490329.0,7320.420000000016
2019-03-01,69344716.19000001,69293113.76609999,51602.4239000231,1486023.0,7293.41000000004
2019-03-02,52008877.370000005,51948980.94550001,59896.42449999601,1276346.0,6187.929999999975
2019-03-03,11855440.709999999,11744516.2702,110924.43979999982,1191741.0,5746.319999999963
2019-03-04,21498225.94,21305378.879,192847.0610000007,1479557.0,7280.96999999991
2019-03-05,51726830.640000015,51534736.9474,192093.69260001183,1508600.0,7284.350000000028
2019-03-06,51924080.78999999,51840653.073800005,83427.71619998664,1501309.0,7408.6299999999355
2019-03-07,44278323.870000005,44182302.849700004,96021.0203000009,1512387.0,7450.110000000066
2019-03-08,41629037.04999999,41463108.1357,165928.91429998726,1485892.0,7404.290000000037
2019-03-09,8112222.32,8012822.1536,99400.16640000045,1288324.0,6233.130000000001
2019-03-10,24267536.729999997,24156482.007400002,111054.72259999439,1171949.0,5761.729999999992
2019-03-11,61129699.09,61015477.694299996,114221.39570000768,1502879.0,7276.0600000000195
2019-03-12,53959622.18999999,53840127.8041,119494.3858999908,1510259.0,7454.36000000007
2019-03-13,29981751.200000003,29830696.037199996,151055.16280000657,1553856.0,7535.86999999997
2019-03-14,51474460.99,51374725.80910001,99735.18089999259,1559996.0,7762.270000000019
2019-03-15,39904842.18000001,39742878.64840001,161963.53159999847,1531488.0,7610.360000000073
2019-03-16,23263352.62,23124006.583800007,139346.03619999439,1281766.0,6303.430000000084
2019-03-17,2450602.159999999,2288440.3271999997,162161.8327999995,1207280.0,5832.0400000000045
2019-03-18,50829136.56999999,50685528.74030001,143607.82969998568,1504752.0,7349.090000000029
2019-03-19,69254342.83,69182033.7145,72309.1155000031,1510720.0,7351.909999999956
2019-03-20,62329851.989999995,62265527.29250001,64324.69749998301,1492906.0,7221.870000000046
2019-03-21,59255193.31999999,59187599.820300005,67593.49969998747,1471563.0,7047.319999999992
2019-03-22,58306734.75999999,58240156.67039999,66578.0895999968,1432124.0,6957.069999999996
2019-03-23,43711032.57,43665017.7619,46014.808100000024,1222201.0,6076.18
2019-03-24,37062239.53,37019054.070599996,43185.45940000564,1125221.0,5609.8899999999885
2019-03-25,48608495.250000015,48527284.87420001,81210.37580000609,1463795.0,7129.670000000035
2019-03-26,54910452.879999995,54835379.9812,75072.8987999931,1489769.0,7338.5600000000195
2019-03-27,59736931.11,59689949.92530001,46981.184699989855,1476212.0,7198.320000000054
2019-03-28,62799235.16999999,62744292.937300004,54942.23269998282,1455512.0,7170.470000000063
2019-03-29,56335326.61,56260710.9541,74615.65590000153,1408244.0,6720.210000000028
2019-03-30,41877704.169999994,41825773.16130002,51931.00869997591,1193024.0,5867.350000000111
2019-04-01,54226760.249999985,54134362.1337,92398.11629998684,1413626.0,6894.310000000009
2019-04-02,50740934.849999994,50665091.3225,75843.52749999613,1470390.0,7128.08999999996
2019-04-03,63026362.879999995,62949187.27719999,77175.60280000418,1457141.0,7269.900000000078
2019-04-04,62605308.099999994,62524357.256900005,80950.843099989,1470103.0,7237.720000000008
2019-04-05,62506606.7,62442425.0181,64181.68190000206,1447467.0,6995.979999999967
2019-04-06,45687404.51,45642935.213300005,44469.29669999331,1199198.0,5795.360000000001
2019-04-07,42186266.08,42135983.282000005,50282.79799999297,1103132.0,5453.369999999992
2019-04-08,63132061.269999996,63054449.96729999,77611.30270000547,1412213.0,6991.03999999995
2019-04-09,62277085.12,62212634.11440001,64451.00559999049,1459630.0,7241.9700000000375
2019-04-10,63041931.53,62972387.64989999,69543.88010001183,1458808.0,7079.669999999922
2019-04-11,65725238.38,65645581.39,79656.99000000209,1450116.0,7041.230000000076
2019-04-12,65749188.28,65687178.3642,62009.91579999775,1439247.0,6995.329999999984
2019-04-13,50759050.07000001,50718532.24429999,40517.82570001483,1243043.0,6137.999999999953
2019-04-14,43050363.769999996,43014492.89270001,35870.87729998678,1152579.0,5743.930000000022
2019-04-15,59293689.480000004,59203341.07879999,90348.40120001137,1407871.0,6760.059999999976
2019-04-16,60650531.83,60562990.417699985,87541.412300013,1454465.0,7069.439999999948
2019-04-17,59719273.449999996,59641768.885,77504.56499999762,1438289.0,7041.890000000072
2019-04-18,56301224.870000005,56213419.53239999,87805.3376000151,1377883.0,6563.430000000037
2019-04-19,35944351.32999999,35859634.45610001,84716.87389998138,1069370.0,5256.779999999919
2019-04-20,36535714.61000001,36468978.716,66735.8940000087,1053019.0,5202.370000000032
2019-04-21,29182936.169999998,29108014.429900005,74921.7400999926,950666.0,4749.299999999948
2019-04-22,-18734566.53,-19009939.819,275373.2889999971,1021855.0,4943.8799999999865
2019-04-23,24571132.559999995,24343708.873299997,227423.68669999763,1377053.0,6734.2800000000025
2019-04-24,49765512.440000005,49673800.920100026,91711.51989997923,1398345.0,6764.110000000102
2019-04-25,56859704.5,56763521.504,96182.99599999934,1405187.0,6803.0099999999475
2019-04-26,61056725.86,60982170.469599985,74555.39040001482,1390797.0,6904.229999999861
2019-04-27,37431598.730000004,37390202.6799,41396.05010000616,1166592.0,5661.83999999996
2019-04-28,39495498.06,39440161.9969,55336.063100002706,1095825.0,5287.659999999996
2019-04-29,61524092.43999999,61457259.20099999,66833.23900000006,1412627.0,6887.480000000007
2019-04-30,59800353.800000004,59711512.29200001,88841.50799999386,1377156.0,6689.600000000024
2019-05-01,26769102.299999997,26689227.3708,79874.92919999734,1081131.0,5325.620000000021
2019-05-02,54247268.14999999,54169872.75790001,77395.39209998399,1394381.0,6663.970000000019
2019-05-03,58044485.94999998,57984518.1115,59967.838499978185,1400308.0,6810.1500000000415
2019-05-04,47306182.39000001,47252113.914500006,54068.4755000025,1202822.0,5728.720000000012
2019-05-05,34633089.45,34574069.1621,59020.28790000081,1122367.0,5502.749999999938
2019-05-06,65279944.980000004,65213813.5954,66131.38460000604,1444536.0,6887.029999999926
2019-05-07,73456823.96000001,73368285.0576,88538.90240000188,1439463.0,6954.10000000006
2019-05-08,56880097.29,56821271.8042,58825.485799998045,1455409.0,7187.259999999933
2019-05-09,66932758.13999999,66863313.089200005,69445.05079998821,1437882.0,7034.299999999919
2019-05-10,63941925.26,63859704.2829,82220.97709999979,1411271.0,6730.600000000039
2019-05-11,43886982.45,43861296.99949999,25685.450500011444,1189097.0,5789.960000000145
2019-05-12,21199141.97,21048687.5025,150454.46749999747,1099606.0,5447.010000000024
2019-05-13,55298434.730000004,55205703.829900004,92730.9001000002,1383959.0,6750.6899999999805
2019-05-14,58466885.6,58383693.7955,83191.80449999869,1420739.0,6945.509999999951
2019-05-15,59012575.120000005,58941509.8634,71065.25660000741,1438278.0,6986.040000000019
2019-05-16,58706238.73000001,58655347.7436,50890.9864000082,1459467.0,7201.17999999996
2019-05-17,61533201.42000001,61460544.461500004,72656.9585000053,1415499.0,6981.260000000009
2019-05-18,43265985.11,43226513.50470001,39471.6052999869,1158240.0,5731.849999999955
2019-05-19,37885369.42,37851092.929400004,34276.49059999734,1072162.0,5228.28000000005
2019-05-20,66195145.77000001,66106094.7944,89050.97560001165,1399235.0,6877.029999999955
2019-05-21,63882851.49999999,63801598.4014,81253.09859999269,1449697.0,7124.820000000011
2019-05-22,58610059.51999999,58531662.844399996,78396.67559999228,1435004.0,6974.630000000019
2019-05-23,58197916.86,58115508.72039999,82408.13960000873,1413865.0,6950.98000000008
2019-05-24,56709605.79000001,56645921.340100035,63684.449899971485,1388745.0,6822.079999999922
2019-05-25,41675176.019999996,41640573.7288,34602.29119999707,1147276.0,5537.910000000145
2019-05-26,21526445.659999996,21414038.500200003,112407.15979999304,1075819.0,5373.670000000046
2019-05-27,52581265.98,52501000.56360001,80265.41639998555,1387136.0,6754.060000000063
2019-05-28,62061805.14999999,61975776.39389999,86028.75609999895,1404692.0,6997.750000000058
2019-05-29,57857621.059999995,57774007.731,83613.32899999619,1371684.0,6730.810000000041
2019-05-30,17809000.41,17666979.5624,142020.84760000184,1108205.0,5489.840000000022
2019-05-31,44235353.56,44168977.66029999,66375.89970001578,1219625.0,5863.9599999999955
2019-06-01,33674937.60000001,33621924.90659999,53012.69340001792,1135523.0,5597.299999999992
2019-06-02,22839955.779999997,22732404.028200008,107551.75179998949,1070116.0,5247.020000000077
2019-06-03,54135578.36,54047319.847399995,88258.51260000467,1403212.0,6693.960000000046
2019-06-04,55794327.95000001,55709039.29550001,85288.65450000018,1429906.0,7007.510000000031
2019-06-05,56288492.86,56199232.08060001,89260.77939999104,1449693.0,7094.240000000082
2019-06-06,53434888.660000004,53338215.7637,96672.89630000293,1426183.0,6975.43000000004
2019-06-07,47191267.48999999,47046276.8705,144990.61949998885,1361258.0,6640.629999999972
2019-06-08,-49059384.20000001,-49412525.62330001,353141.42329999804,1156673.0,5777.410000000022
2019-06-09,23997322.17,23878238.2858,119083.884200003,1012645.0,4999.170000000027
2019-06-10,33134134.33,33095277.3921,38856.93789999932,1051722.0,5066.270000000055
2019-06-11,63736139.52000001,63642771.43,93368.09000001103,1367275.0,6737.9300000000185
2019-06-12,63107228.88999999,62997591.884500004,109637.0054999888,1427962.0,7051.970000000052
2019-06-13,53905149.84,53776859.92419998,128289.9158000201,1387957.0,6928.04000000011
2019-06-14,58530193.18,58403907.347699985,126285.8323000148,1381865.0,6762.529999999966
2019-06-15,35524512.980000004,35474981.672199994,49531.30780000985,1174210.0,5862.829999999933
2019-06-16,33947368.63,33879875.0671,67493.56289999932,1071104.0,5163.760000000002
2019-06-17,58751181.10999999,58627566.15890001,123614.95109998435,1388512.0,6688.73
2019-06-18,61704472.970000006,61593654.11370001,110818.85629999638,1438052.0,6866.020000000004
2019-06-19,59043819.21000001,58949323.31609999,94495.89390002191,1423015.0,6959.609999999961
2019-06-20,44111820.95999999,44058023.04500001,53797.914999984205,1198383.0,5775.599999999988
2019-06-21,49503779.63999999,49435987.5897,67792.05029999465,1270631.0,6125.819999999996
2019-06-22,35370157.33,35346205.81910001,23951.510899990797,1133822.0,5460.549999999901
2019-06-23,21842172.34,21749998.420800004,92173.9191999957,1056398.0,5238.429999999946
2019-06-24,49768563.94,49676159.1075,92404.83249999583,1412533.0,6869.820000000032
2019-06-25,61453563.480000004,61310937.484599985,142625.995400019,1465615.0,7156.700000000055
2019-06-26,56955572.62,56853587.607599996,101985.01240000129,1483989.0,7179.20000000007
2019-06-27,52507140.17,52427378.4651,79761.70490000397,1452329.0,7042.079999999984
2019-06-28,61022612.65999999,60892178.75529999,130433.90469999611,1383743.0,6709.169999999969
2019-06-29,38588427.87999999,38525041.3324,63386.547599986196,1175291.0,5852.619999999955
2019-06-30,16744663.36,16575405.4606,169257.89939999953,1112551.0,5391.070000000007
2019-07-01,48132611.29000001,48045907.5562,86703.7338000089,1443363.0,6892.2000000000735
2019-07-02,48016849.12,47946423.3568,70425.76319999993,1424640.0,6789.439999999948
2019-07-03,49526088.25,49455267.5433,70820.70669999719,1416252.0,6758.640000000018
2019-07-04,48607356.430000015,48545082.54029999,62273.88970002532,1423576.0,6856.9100000001345
2019-07-05,50312828.39,50240906.117800005,71922.27219999582,1397165.0,6803.050000000068
2019-07-06,34096168.38,34078879.49120001,17288.888799995184,1176435.0,5864.110000000037
2019-07-07,26924773.349999998,26866488.547699995,58284.802300002426,1070341.0,5171.659999999953
2019-07-08,49572272.64999999,49529621.73200001,42650.917999982834,1377463.0,6859.529999999937
2019-07-09,53147904.169999994,53089487.5965,58416.57349999249,1396828.0,6878.740000000016
2019-07-10,58170438.690000005,58099794.6099,70644.08010000736,1385898.0,6687.970000000027
2019-07-11,65309530.089999996,65239534.6501,69995.43989999592,1392901.0,6890.260000000017
2019-07-12,63311164.82000001,63226726.164599985,84438.65540002286,1379895.0,6833.4299999999785
2019-07-13,42633933.6,42614240.036,19693.56400000304,1154319.0,5576.060000000038
2019-07-14,37659536.42999999,37632585.1759,26951.254099994898,1048060.0,5050.9599999999955
2019-07-15,56841188.71999999,56785993.14719999,55195.57280000299,1354617.0,6682.929999999968
2019-07-16,60494361.190000005,60426006.51930001,68354.67069999874,1387350.0,6830.609999999997
2019-07-17,63699184.80000001,63627601.62899999,71583.17100001872,1374821.0,6730.579999999991
2019-07-18,61291581.5,61225582.40139999,65999.0986000076,1391050.0,6723.96000000001
2019-07-19,61619568.849999994,61544298.5445,75270.30549999326,1359696.0,6620.699999999979
2019-07-20,39531855.410000004,39502832.787700005,29022.622299999,1146555.0,5711.5600000000995
2019-07-21,33499537.049999993,33433794.996699996,65742.053299997,1053848.0,5190.6200000000135
2019-07-22,58540724.02,58471632.45779999,69091.56220000982,1354165.0,6563.0999999999585
2019-07-23,65522683.29000001,65429981.00970001,92702.28029999882,1386258.0,6703.360000000001
2019-07-24,72531344.61999999,72422378.6954,108965.92459999025,1408705.0,6832.780000000024
2019-07-25,71816539.05,71719786.52440001,96752.52559998631,1423443.0,6941.620000000083
2019-07-26,62960366.28,62871889.702800006,88476.57719999552,1399014.0,6845.530000000061
2019-07-27,41047529.86,41025715.7728,21814.087200000882,1152446.0,5635.380000000037
2019-07-28,34886484.11,34841278.97569999,45205.134300008416,1064847.0,5131.019999999979
2019-07-29,62980326.2,62902418.8492,77907.35080000013,1348391.0,6727.710000000079
2019-07-30,62429834.26999998,62355610.660500005,74223.60949997604,1391678.0,6713.420000000016
2019-07-31,67539043.53,67432486.8973,106556.63269999623,1372556.0,6725.660000000036
2019-08-01,60384224.13000001,60304563.380899996,79660.74910001457,1341990.0,6505.850000000039
2019-08-02,57801808.03000001,57753318.6433,48489.38670001179,1315956.0,6475.440000000024
2019-08-03,39664198.190000005,39633682.916799985,30515.273200020194,1096299.0,5408.140000000145
2019-08-04,35494826.85,35445508.8211,49318.02890000492,1010191.0,4875.6699999999655
2019-08-05,60922487.2,60848654.7772,73832.42280000448,1289173.0,6427.829999999987
2019-08-06,56137809.71000001,56080101.9989,57707.711100012064,1327186.0,6529.7900000000445
2019-08-07,54820219.04,54782625.02940001,37594.01059998572,1335343.0,6575.679999999924
2019-08-08,46794691.58,46727993.375,66698.20499999821,1337608.0,6643.889999999963
2019-08-09,51648227.53,51590937.27849998,57290.25150001794,1329669.0,6640.11999999997
2019-08-10,11550428.740000002,11352335.448800003,198093.29119999893,1140212.0,5566.429999999935
2019-08-11,15326355.31,15137726.661999999,188628.6480000019,1052111.0,5254.02
2019-08-12,55644991.04,55539602.85440001,105388.18559999019,1309762.0,6344.17000000006
2019-08-13,50281894.61000001,50204994.06710001,76900.54289999604,1324181.0,6364.98999999998
2019-08-14,50849584.120000005,50746417.87419999,103166.24580001831,1304364.0,6274.060000000078
2019-08-15,40362371.64,40313482.31499999,48889.32500001043,1310153.0,6343.159999999898
2019-08-16,45892009.21000001,45807315.46349999,84693.74650001526,1271157.0,6253.509999999918
2019-08-17,29621369.79,29560555.69169999,60814.098300009966,1108830.0,5477.420000000104
2019-08-18,28246846.199999996,28192891.6741,53954.52589999512,1032499.0,5142.729999999992
