week,et0_mm,precipitation_mm,net_requirement_mm,calendar_application_mm,adaptive_application_mm,calendar_overapplication_mm,calendar_shortfall_mm,calendar_objective,adaptive_objective,regret
2020-03-30,44.020940624348825,23.39,20.630940624348824,121.68536658012549,20.630940624348824,101.05442595577667,0.0,121.68536658012549,20.630940624348824,101.05442595577667
2020-04-06,71.80237086192614,3.86,67.94237086192614,121.68536658012549,67.94237086192614,53.74299571819935,0.0,121.68536658012549,67.94237086192614,53.74299571819935
2020-04-13,98.98635512936781,0.05,98.93635512936781,121.68536658012549,98.93635512936781,22.749011450757678,0.0,121.68536658012549,98.93635512936781,22.749011450757678
2020-04-20,114.14109381977096,0.09,114.05109381977095,121.68536658012549,114.05109381977095,7.634272760354534,0.0,121.68536658012549,114.05109381977095,7.634272760354534
2020-04-27,114.6228743499867,0.04,114.5828743499867,121.68536658012549,114.5828743499867,7.102492230138793,0.0,121.68536658012549,114.5828743499867,7.102492230138793
2020-05-04,134.15910229661435,0.32,133.83910229661436,121.68536658012549,133.83910229661436,0.0,12.153735716488868,182.45404516256983,133.83910229661436,48.61494286595547
2020-05-11,82.62263983802946,20.35,62.272639838029455,121.68536658012549,62.272639838029455,59.412726742096034,0.0,121.68536658012549,62.272639838029455,59.412726742096034
2020-05-18,127.54189686024898,8.430000000000001,119.11189686024898,121.68536658012549,119.11189686024898,2.5734697198765133,0.0,121.68536658012549,119.11189686024898,2.5734697198765133
2020-05-25,141.9132329889269,1.0,140.9132329889269,121.68536658012549,140.9132329889269,0.0,19.227866408801404,217.8246986241325,140.9132329889269,76.91146563520562
2020-06-01,148.88849000524658,0.0,148.88849000524658,121.68536658012549,148.88849000524658,0.0,27.203123425121092,257.70098370573095,148.88849000524658,108.81249370048437
2020-06-08,141.24733866536272,0.05,141.1973386653627,121.68536658012549,141.1973386653627,0.0,19.51197208523722,219.24522700631158,141.1973386653627,78.04788834094887
2020-06-15,157.98105395901922,0.0,157.98105395901922,121.68536658012549,157.98105395901922,0.0,36.29568737889373,303.16380347459415,157.98105395901922,145.18274951557493
2020-06-22,166.99185297380006,0.06,166.93185297380006,121.68536658012549,166.93185297380006,0.0,45.24648639367457,347.91779854849835,166.93185297380006,180.9859455746983
2020-06-29,165.9001263534934,0.11,165.79012635349338,121.68536658012549,165.79012635349338,0.0,44.10475977336789,342.20916544696496,165.79012635349338,176.41903909347158
2020-07-06,175.92378627751572,0.0,175.92378627751572,121.68536658012549,175.92378627751572,0.0,54.23841969739023,392.8774650670766,175.92378627751572,216.9536787895609
2020-07-13,156.03649981291437,0.0,156.03649981291437,121.68536658012549,156.03649981291437,0.0,34.35113323278888,293.4410327440699,156.03649981291437,137.40453293115553
2020-07-20,144.9064421251397,0.01,144.8964421251397,121.68536658012549,144.8964421251397,0.0,23.211075545014225,237.7407443051966,144.8964421251397,92.8443021800569
2020-07-27,159.19112890481446,0.0,159.19112890481446,121.68536658012549,159.19112890481446,0.0,37.50576232468897,309.2141782035704,159.19112890481446,150.02304929875592
2020-08-03,148.30784715463994,0.0,148.30784715463994,121.68536658012549,148.30784715463994,0.0,26.622480574514455,254.79776945269776,148.30784715463994,106.48992229805782
2020-08-10,147.47312614737217,0.7200000000000001,146.75312614737217,121.68536658012549,146.75312614737217,0.0,25.067759567246682,247.0241644163589,146.75312614737217,100.27103826898673
2020-08-17,131.01966805851214,1.1700000000000002,129.84966805851215,121.68536658012549,129.84966805851215,0.0,8.164301478386662,162.5068739720588,129.84966805851215,32.65720591354665
2020-08-24,116.77316478951848,0.09,116.68316478951847,121.68536658012549,116.68316478951847,5.0022017906070175,0.0,121.68536658012549,116.68316478951847,5.0022017906070175
2020-08-31,120.12140787090166,0.01,120.11140787090166,121.68536658012549,120.11140787090166,1.573958709223831,0.0,121.68536658012549,120.11140787090166,1.573958709223831
2020-09-07,96.2345820043686,0.0,96.2345820043686,121.68536658012549,96.2345820043686,25.450784575756884,0.0,121.68536658012549,96.2345820043686,25.450784575756884
2020-09-14,100.2026564641734,0.0,100.2026564641734,121.68536658012549,100.2026564641734,21.482710115952088,0.0,121.68536658012549,100.2026564641734,21.482710115952088
2020-09-21,110.48198668979629,0.0,110.48198668979629,121.68536658012549,110.48198668979629,11.203379890329202,0.0,121.68536658012549,110.48198668979629,11.203379890329202
2020-09-28,42.86925123227881,0.0,42.86925123227881,121.68536658012549,42.86925123227881,78.81611534784668,0.0,121.68536658012549,42.86925123227881,78.81611534784668
2021-03-29,53.51396500452973,0.0,53.51396500452973,121.68536658012549,53.51396500452973,68.17140157559575,0.0,121.68536658012549,53.51396500452973,68.17140157559575
2021-04-05,100.8055745889006,0.0,100.8055745889006,121.68536658012549,100.8055745889006,20.87979199122489,0.0,121.68536658012549,100.8055745889006,20.87979199122489
2021-04-12,115.70452085426041,0.0,115.70452085426041,121.68536658012549,115.70452085426041,5.9808457258650805,0.0,121.68536658012549,115.70452085426041,5.9808457258650805
2021-04-19,97.37543435711083,3.98,93.39543435711083,121.68536658012549,93.39543435711083,28.28993222301466,0.0,121.68536658012549,93.39543435711083,28.28993222301466
2021-04-26,123.76437346077014,0.060000000000000005,123.70437346077014,121.68536658012549,123.70437346077014,0.0,2.0190068806446533,131.78040098334876,123.70437346077014,8.076027522578613
2021-05-03,143.8831599629339,0.0,143.8831599629339,121.68536658012549,143.8831599629339,0.0,22.1977933828084,232.67433349416748,143.8831599629339,88.7911735312336
2021-05-10,135.7300022929665,0.060000000000000005,135.6700022929665,121.68536658012549,135.6700022929665,0.0,13.984635712841012,191.60854514433055,135.6700022929665,55.93854285136405
2021-05-17,128.24644601237023,0.1,128.14644601237023,121.68536658012549,128.14644601237023,0.0,6.461079432244745,153.9907637413492,128.14644601237023,25.84431772897898
2021-05-24,150.78219337849976,0.0,150.78219337849976,121.68536658012549,150.78219337849976,0.0,29.096826798374266,267.1695005719968,150.78219337849976,116.38730719349707
2021-05-31,163.89514755099572,0.0,163.89514755099572,121.68536658012549,163.89514755099572,0.0,42.20978097087023,332.7342714344766,163.89514755099572,168.8391238834809
2021-06-07,140.5003988012436,0.05,140.45039880124358,121.68536658012549,140.45039880124358,0.0,18.76503222111809,215.51052768571594,140.45039880124358,75.06012888447236
